ticket_id,customer_id,ticket_text,product,created_at,previous_tickets,resolution_time,priority,category,resolved
RGT-002931,CUST-5EDC08EE,Chat restriction applied to my account but I have honour level 5. Seems like an error in your system.,Valorant,2023-03-14 18:18:19,3.0,19.24,MEDIUM,Chat Restriction Appeal,True
RGT-001545,CUST-5C8E2E99,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-78C46F9C.,Legends of Runeterra,2024-03-06 22:54:37,,11.19,LOW,Missing RP / Purchase Issue,True
RGT-002817,CUST-B5BB0363,The client update bricked my installation. Now I get error code 0x99B3 on startup.,Legends of Runeterra,2023-12-14 04:31:36,0.0,103.34,MEDIUM,Client Bug / Crash,True
RGT-001727,CUST-241DCDA1,I was in promo series but the server crashed mid-game. The loss was counted against me.,Valorant,2024-06-23 16:50:31,1.0,39.36,LOW,Ranked & Matchmaking,True
RGT-001071,CUST-ED32F265,FPS dropping from 200 to single digits every few minutes since patch 14.8. My hardware is fine.,League of Legends,2023-11-27 21:35:51,0.0,145.03,LOW,Client Bug / Crash,True
RGT-000054,CUST-66FA087D,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",Legends of Runeterra,2024-03-03 20:23:00,0.0,0.33,MEDIUM,Ranked & Matchmaking,True
RGT-002518,CUST-6578BDD6,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",Teamfight Tactics,2024-04-10 10:02:38,4.0,3.88,MEDIUM,Ranked & Matchmaking,True
RGT-000259,CUST-4FC4738B,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Valorant,2023-06-15 17:12:11,-5.0,26.13,MEDIUM,Missing RP / Purchase Issue,True
RGT-000506,CUST-E0EBF5E1,Getting lag spikes every few minutes that last about 2 seconds. This started after last Tuesday's patch.,Valorant,2023-09-07 19:46:17,6.0,30.1,LOW,Server Latency / Lag,True
RGT-000753,CUST-E26EC38E,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,Legends of Runeterra,2023-03-21 11:25:21,0.0,3.25,MEDIUM,Cheat / Hacker Report,True
RGT-002085,CUST-24CD11C8,I lost LP for a loss that was not my fault. My teammates went AFK in the first 5 minutes.,League of Legends,2023-12-10 14:17:02,2.0,0.93,HIGH,Ranked & Matchmaking,True
RGT-000218,CUST-B24AD742,"After the latest patch, my client freezes on the loading screen. I cannot get into any game.",Teamfight Tactics,2023-12-22 20:40:07,1.0,179.34,LOW,Client Bug / Crash,True
RGT-000825,CUST-F18BE5FC,My chat restriction ended but I am still unable to type in-game. There seems to be a bug.,Valorant,2023-04-20 07:30:20,2.0,,MEDIUM,Chat Restriction Appeal,False
RGT-001624,CUST-B33E8B23,Duo partner and I are being put into the wrong queue tier. We are Diamond 2 and 3 but matched in Plat.,Wild Rift,2023-08-12 15:35:16,1.0,7.28,HIGH,Ranked & Matchmaking,True
RGT-ND-9027,CUST-E5A3E89B,"Client freezes during loading screen, crash every game.",League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-002346,CUST-3502C77D,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Legends of Runeterra,2024-04-11 10:23:44,6.0,8.36,LOW,Account Ban / Suspension,True
RGT-001390,CUST-87B8A0EF,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-4BD8D2D9.,Wild Rift,2023-12-28 13:57:38,1.0,48.44,MEDIUM,Missing RP / Purchase Issue,True
RGT-002580,CUST-A47EA986,I got permabanned for 'toxic behaviour' but all I did was mute my teammates. This seems unfair.,Legends of Runeterra,2024-06-08 23:28:08,9.0,32.13,LOW,Account Ban / Suspension,True
RGT-001267,CUST-5F210E14,The Arcane Vi skin causes my game to crash during the level-up animation. Reproducible every time.,Teamfight Tactics,2023-10-12 18:09:20,14.0,70.61,MEDIUM,Champion / Skin Bug,True
RGT-002541,CUST-CE5E5E24,Lost 40 LP for a game I disconnected from due to power outage. Can this be reversed?,Teamfight Tactics,2024-06-20 03:02:58,4.0,92.79,LOW,Ranked & Matchmaking,True
RGT-001823,CUST-946EF12C,"My MMR seems stuck. I win 8 games in a row and gain 18 LP, then lose once and drop 25 LP.",Teamfight Tactics,2023-08-11 11:04:23,5.0,62.02,MEDIUM,Ranked & Matchmaking,True
RGT-001599,CUST-B703A4B4,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-4C5EA2.",Teamfight Tactics,2024-04-03 22:11:15,5.0,111.53,MEDIUM,Missing RP / Purchase Issue,True
RGT-001608,CUST-924F38A5,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Teamfight Tactics,2023-10-27 10:43:24,1.0,18.08,LOW,Client Bug / Crash,True
RGT-001748,CUST-4375BF79,I was in promo series but the server crashed mid-game. The loss was counted against me.,Teamfight Tactics,2023-08-05 02:44:52,3.0,9.4,MEDIUM,Ranked & Matchmaking,True
RGT-000772,CUST-4B079F84,I accidentally purchased the wrong champion. Can I get a refund? I only have one refund token left.,Valorant,2023-03-19 14:31:19,5.0,,HIGH,Missing RP / Purchase Issue,False
RGT-002888,CUST-F18BE5FC,Account recovery is not working. I no longer have access to the email or phone number on record.,Legends of Runeterra,2023-09-21 14:10:57,7.0,0.03,HIGH,Login / 2FA Issue,True
RGT-001872,CUST-57FBCB14,,Wild Rift,2023-06-07 12:19:25,15.0,0.62,HIGH,Account Ban / Suspension,True
RGT-DUPE-0002,CUST-EBCA371A,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Legends of Runeterra,2023-02-07 01:48:18,0.0,5.65,HIGH,Account Ban / Suspension,True
RGT-001086,CUST-3FA730C7,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,League of Legends,2023-02-06 10:05:23,1.0,,MEDIUM,Account Ban / Suspension,False
RGT-001831,CUST-7A32E5DE,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-83719B.",League of Legends,2024-03-21 17:40:41,22.0,2.52,MEDIUM,Missing RP / Purchase Issue,True
RGT-ND-9025,CUST-522A7E0A,"Client freezes during loading screen, crash every game.",League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-001326,CUST-C132E885,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-02A6D3.",Legends of Runeterra,2024-05-08 07:17:53,1.0,89.12,LOW,Missing RP / Purchase Issue,True
RGT-002187,CUST-5F210E14,I completed my placement matches but my rank is much lower than last season. Is this expected?,Legends of Runeterra,2023-08-23 20:15:47,28.0,,LOW,Ranked & Matchmaking,False
RGT-002876,CUST-C70E83D6,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,League of Legends,2023-09-28 13:42:33,6.0,,HIGH,Account Ban / Suspension,False
RGT-001826,CUST-2AE5E127,Chat restriction applied to my account but I have honour level 5. Seems like an error in your system.,Legends of Runeterra,2023-05-12 06:05:21,20.0,18.73,MEDIUM,Chat Restriction Appeal,True
RGT-001755,CUST-2A231E0F,I keep getting matched against the same scripter. Already reported in-game but they are still playing.,League of Legends,2024-06-08 10:40:42,4.0,12.81,MEDIUM,Cheat / Hacker Report,True
RGT-002002,CUST-ED59D5A1,Several ability sound effects are missing for my Prestige Lux skin since the last update.,Teamfight Tactics,2023-11-09 06:59:44,5.0,3.51,MEDIUM,Champion / Skin Bug,True
RGT-001790,CUST-BA4754CE,This player in my last game was clearly using an aimbot. Every bullet was a headshot through smoke.,Valorant,2023-06-12 20:30:20,2.0,0.17,HIGH,Cheat / Hacker Report,True
RGT-001988,CUST-3502C77D,Got a chat ban that escalated to a full account suspension. The context was taken out of context. I want to appeal.,Valorant,2024-04-29 23:06:21,4.0,112.56,LOW,Account Ban / Suspension,True
RGT-002663,CUST-5F210E14,Blatant cheater in Diamond ranked. Please investigate account RiotUser#41643. They were toggling aimbot openly.,Valorant,2023-06-16 10:13:15,33.0,,LOW,Cheat / Hacker Report,False
RGT-001164,CUST-AA3F74B3,Remake did not trigger even though a player was AFK from champion select. Lost LP unfairly.,Legends of Runeterra,2024-03-17 02:23:45,1.0,20.78,MEDIUM,Ranked & Matchmaking,True
RGT-000964,CUST-7709DC90,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Legends of Runeterra,2024-04-18 00:00:24,7.0,,HIGH,Cheat / Hacker Report,False
RGT-002989,CUST-95266502,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Valorant,2024-05-19 10:47:33,3.0,,MEDIUM,Account Ban / Suspension,False
RGT-001772,CUST-7859EB08,Player using Elo-boosting service. They were clearly being played by someone else based on behaviour change.,League of Legends,2023-02-20 12:15:33,2.0,123.12,LOW,Cheat / Hacker Report,True
RGT-000399,CUST-9E25788D,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-70274E.",Legends of Runeterra,2024-01-03 18:28:28,1.0,,HIGH,Missing RP / Purchase Issue,False
RGT-000585,CUST-0E37DF6D,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,League of Legends,2024-04-12 16:47:05,0.0,19.27,MEDIUM,Client Bug / Crash,True
RGT-000949,CUST-25A0FA26,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Valorant,2024-02-08 23:36:11,1.0,4.57,MEDIUM,Client Bug / Crash,True
RGT-000705,CUST-3D51023D,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Legends of Runeterra,2023-04-08 06:35:39,7.0,40.44,LOW,Login / 2FA Issue,True
RGT-000432,CUST-C9A78D21,Possible griefing bot detected on the enemy team. All five of them stood still in base.,Legends of Runeterra,2023-12-20 03:00:21,0.0,8.23,LOW,Cheat / Hacker Report,True
RGT-000293,CUST-29EBE5F4,My account RiotUser#75860 was permanently banned but I never cheated. Please review the ban.,Wild Rift,2024-02-07 12:02:38,0.0,,LOW,Account Ban / Suspension,False
RGT-000146,CUST-B46EEE4B,Kindred's Q ability is not applying on-hit effects correctly with the Spirit Blossom skin equipped.,Teamfight Tactics,2023-04-29 09:09:16,0.0,,MEDIUM,Champion / Skin Bug,False
RGT-000324,CUST-812BA472,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Legends of Runeterra,2024-05-22 00:41:09,,7.57,HIGH,Client Bug / Crash,True
RGT-002176,CUST-383F15F2,"Bought a bundle in the store, got charged but the content never appeared in my collection.",Wild Rift,2024-05-26 20:28:59,4.0,44.81,MEDIUM,Missing RP / Purchase Issue,True
RGT-001166,CUST-59C64C72,Getting error UX-1 when attempting to sign in. This started after your maintenance window yesterday.,Legends of Runeterra,2024-03-17 04:31:58,3.0,113.18,LOW,Login / 2FA Issue,True
RGT-001453,CUST-2E045B45,"After updating, all my settings were reset. Also my custom game configurations are gone.",League of Legends,2023-04-04 04:55:31,1.0,59.41,LOW,Client Bug / Crash,True
RGT-000003,CUST-023FE7E6,The Dragon Trainer Tristana skin has a missing particle effect on her W ability.,League of Legends,2024-06-14 22:15:07,0.0,75.18,LOW,Champion / Skin Bug,True
RGT-000577,CUST-A43D2767,I was charged twice for the same RP bundle. I see two transactions on my statement for $35.00.,Teamfight Tactics,2023-08-25 04:21:01,1.0,,MEDIUM,Missing RP / Purchase Issue,True
RGT-002373,CUST-0AC56119,Transaction stuck as 'pending' for 48 hours. My bank confirmed the charge went through. Please help.,Valorant,2023-03-29 23:14:38,6.0,1.91,HIGH,Missing RP / Purchase Issue,True
RGT-000340,CUST-447B0161,The game client crashes every time I enter champion select. I reinstalled but the problem persists.,Legends of Runeterra,2024-02-22 18:36:27,1.0,36.25,LOW,Client Bug / Crash,True
RGT-001898,CUST-0D69F37A,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,Wild Rift,2023-04-09 22:48:37,0.0,6.9,MEDIUM,Account Ban / Suspension,True
RGT-002141,CUST-2D5422EC,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Legends of Runeterra,2024-01-09 18:21:34,5.0,,HIGH,Account Ban / Suspension,False
RGT-000926,CUST-FE972C20,I was banned for account sharing. I let my brother play once. Is there a way to appeal this decision?,Wild Rift,2024-01-02 23:34:32,18.0,18.88,MEDIUM,Account Ban / Suspension,True
RGT-000266,CUST-C91C1ECE,I received a 14-day suspension for allegedly using scripts. I have never used any third-party software. Please investigate.,Legends of Runeterra,2023-05-23 21:52:22,6.0,5.99,MEDIUM,Account Ban / Suspension,True
RGT-000377,CUST-BC359A86,I purchased a champion that is currently on free rotation. I would like a refund as this was misleading.,League of Legends,2024-05-13 20:36:52,1.0,,MEDIUM,Refund Request,False
RGT-001984,CUST-8AC2E438,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-5658E5.",Legends of Runeterra,2023-01-01 21:53:51,2.0,4.71,HIGH,Missing RP / Purchase Issue,True
RGT-001464,CUST-D844F129,"Hello, my account was flagged and restricted. I believe this is a false positive from your anti-cheat. I need an appeal.",Valorant,2024-04-18 20:03:38,1.0,34.04,LOW,Account Ban / Suspension,True
RGT-000272,CUST-C7E0960A,This player admitted to using scripts in chat. I have a screenshot. How do I submit it?,Legends of Runeterra,2023-02-01 09:28:48,3.0,5.93,MEDIUM,Cheat / Hacker Report,True
RGT-000697,CUST-A0671E5C,Chat restriction applied to my account but I have honour level 5. Seems like an error in your system.,Valorant,2023-01-30 01:31:37,1.0,,MEDIUM,Chat Restriction Appeal,False
RGT-ND-9003,CUST-C4731564,My credit card was billed twice for a single purchase.,League of Legends,2023-06-15 14:30:00,2.0,10.0,MEDIUM,Missing RP / Purchase Issue,True
RGT-000245,CUST-1844A1F5,Getting a black screen on launch. The process shows in Task Manager but nothing displays.,Wild Rift,2023-06-22 23:33:01,,,HIGH,Client Bug / Crash,False
RGT-002899,CUST-653899C4,Blatant cheater in Diamond ranked. Please investigate account RiotUser#93967. They were toggling aimbot openly.,Legends of Runeterra,2023-08-15 15:07:36,3.0,,LOW,Cheat / Hacker Report,False
RGT-000477,CUST-A2350661,,Wild Rift,2024-05-18 13:11:35,,38.87,LOW,Ranked & Matchmaking,True
RGT-001805,CUST-CC7B8839,"Purchased RP via prepaid card, entered the code but nothing was credited. Code: RITO-0A0A63.",Wild Rift,2024-03-19 00:21:54,6.0,,MEDIUM,Missing RP / Purchase Issue,False
RGT-002117,CUST-6A9394B7,I would like a refund for the champion I purchased yesterday. I have not played them yet.,League of Legends,2024-05-08 08:31:21,3.0,15.04,MEDIUM,Refund Request,True
RGT-002315,CUST-01E0218A,My son made an unauthorized purchase on my account. He is 9 years old. Please refund $20.00.,Valorant,2023-04-20 12:07:12,31.0,32.61,LOW,Refund Request,True
RGT-001813,CUST-1D9D8E56,The EUW server has been unstable all weekend. Multiple disconnects per gaming session.,League of Legends,2023-09-29 07:24:50,5.0,30.01,MEDIUM,Server Latency / Lag,True
RGT-002616,CUST-7A32E5DE,,League of Legends,2023-10-03 11:15:17,35.0,63.11,MEDIUM,Refund Request,True
RGT-002869,CUST-B703A4B4,Permanent ban issued on my account. I have 3000 hours on this game and have never violated ToS. Please help.,Teamfight Tactics,2024-05-04 18:56:43,14.0,168.58,LOW,Account Ban / Suspension,True
RGT-DUPE-0041,CUST-2AE5E127,My custom Draven skin shows the wrong splash art in the loading screen.,League of Legends,2023-04-09 01:05:53,2.0,5.01,LOW,Champion / Skin Bug,True
RGT-DUPE-0058,CUST-447B0161,I purchased an emote for a character I no longer play. Refund would be appreciated.,Wild Rift,2024-05-30 13:45:23,4.0,32.88,LOW,Refund Request,True
RGT-002070,CUST-BC359A86,The Lunar New Year bundle charged me but only delivered half the content. Missing the ward skin and icon.,Teamfight Tactics,2023-10-06 04:36:12,12.0,44.07,MEDIUM,Missing RP / Purchase Issue,True
RGT-000251,CUST-EE2171F9,2FA is sending codes but they expire before I can enter them. Clock sync on my phone is correct.,Legends of Runeterra,2023-11-06 00:50:03,0.0,238.54,LOW,Login / 2FA Issue,True
RGT-000414,CUST-4CF66CD9,I purchased the Battle Pass but didn't receive the rewards. Transaction ID: TXN-392CAF66.,Legends of Runeterra,2023-10-08 10:44:13,2.0,,HIGH,Missing RP / Purchase Issue,False
RGT-000546,CUST-D6D08728,Account banned with no explanation. I spent over $500 on this account. Please look into this immediately.,League of Legends,2023-11-19 20:50:13,0.0,,HIGH,Account Ban / Suspension,False
RGT-001194,CUST-946EF12C,Locked out of my account after too many failed login attempts. I was trying to recover access legitimately.,League of Legends,2023-12-07 06:03:42,1.0,23.9,LOW,Login / 2FA Issue,True
RGT-000739,CUST-0BDF6CA8,My League account got banned out of nowhere. I was just playing ranked and then I got logged out. Can you explain why?,Valorant,2023-01-17 09:39:44,1.0,38.92,MEDIUM,Account Ban / Suspension,True
RGT-000311,CUST-18077E6C,Ranked queue dodging penalty applied even though I did not dodge. I was in loading screen.,Valorant,2023-02-02 14:48:47,0.0,62.64,LOW,Ranked & Matchmaking,True
